﻿level6 LINK ID,연월,평일 / 주말,주요시간대,도로등급,시도명,시군구명,읍면동명,15% 주행속도 (km/h),25% 주행속도 (km/h),30% 주행속도 (km/h),50% 주행속도 (km/h),75% 주행속도 (km/h),85% 주행속도 (km/h),평균속도 (km/h),속도 표준편차 (km/h),최대속도 (km/h)
55110112201,202207,평일,7,일반국도,전라북도,전주시 완산구,평화2동,44,47,48,51,56,58,51.14,7.16,69
55110112201,202207,평일,8,일반국도,전라북도,전주시 완산구,평화2동,41,44,45,49,53,56,48.5,7.04,62
55110112201,202207,평일,11,일반국도,전라북도,전주시 완산구,평화2동,45,47,47,49,53,54,48.76,5.89,60
55110112201,202207,평일,12,일반국도,전라북도,전주시 완산구,평화2동,43,46,47,49,53,54,49.06,6.29,65
55110112201,202207,평일,17,일반국도,전라북도,전주시 완산구,평화2동,44,48,48,51,54,55,50.74,5.78,69
55110112201,202207,평일,18,일반국도,전라북도,전주시 완산구,평화2동,47,49,49,53,56,57,52.15,5.35,64
55110112301,202207,평일,7,시군도,전라북도,전주시 완산구,평화2동,80,80,84,91,104,109,94.16,14.89,137
55110112301,202207,평일,8,시군도,전라북도,전주시 완산구,평화2동,78,82,84,89,101,104,91.87,13.14,125
55110112301,202207,평일,11,시군도,전라북도,전주시 완산구,평화2동,73,79,81,87,96,101,87.54,13.97,124
55110112301,202207,평일,12,시군도,전라북도,전주시 완산구,평화2동,77,81,82,88,98,105,89.72,13.43,128
55110112301,202207,평일,17,시군도,전라북도,전주시 완산구,평화2동,76,82,84,93,101,109,94.26,17.76,153
55110112301,202207,평일,18,시군도,전라북도,전주시 완산구,평화2동,75,82,82,92,111,115,95.62,18.8,139
55110112302,202207,평일,7,시군도,전라북도,전주시 완산구,평화2동,88,89,91,100,112,117,99.91,13.12,119
55110112302,202207,평일,8,시군도,전라북도,전주시 완산구,평화2동,82,83,83,105,117,125,102.31,17.91,130
55110112302,202207,평일,11,시군도,전라북도,전주시 완산구,평화2동,73,79,81,94,111,112,92.21,23.15,132
55110112302,202207,평일,12,시군도,전라북도,전주시 완산구,평화2동,76,81,85,93,103,111,92.61,18.47,133
55110112302,202207,평일,17,시군도,전라북도,전주시 완산구,평화2동,74,77,80,92,101,105,90.2,14.57,136
55110112302,202207,평일,18,시군도,전라북도,전주시 완산구,평화2동,74,77,81,88,102,111,91.29,18.36,153
55110131601,202207,평일,7,시군도,전라북도,전주시 완산구,평화2동,34,34,34,35,37,37,35.33,1.25,37
55110131601,202207,평일,8,시군도,전라북도,전주시 완산구,평화2동,32,34,34,39,44,55,41,7.53,55
55110131601,202207,평일,11,시군도,전라북도,전주시 완산구,평화2동,37,41,41,43,46,47,43.1,3.86,47
55110131601,202207,평일,12,시군도,전라북도,전주시 완산구,평화2동,29,31,34,36,40,41,35.93,4.73,43
55110131601,202207,평일,17,시군도,전라북도,전주시 완산구,평화2동,31,32,33,33,37,39,35.5,3.99,45
55110131601,202207,평일,18,시군도,전라북도,전주시 완산구,평화2동,44,44,44,44,50,50,46,2.83,50
55110131602,202207,평일,7,시군도,전라북도,전주시 완산구,평화2동,46,46,46,53,57,57,52,4.55,57
55110131602,202207,평일,8,시군도,전라북도,전주시 완산구,평화2동,29,29,45,45,46,49,42.25,7.79,49
55110131602,202207,평일,11,시군도,전라북도,전주시 완산구,평화2동,43,43,43,44,45,48,44.25,2.73,48
