﻿level6 LINK ID,연월,평일 / 주말,주요시간대,도로등급,시도명,시군구명,읍면동명,15% 주행속도 (km/h),25% 주행속도 (km/h),30% 주행속도 (km/h),50% 주행속도 (km/h),75% 주행속도 (km/h),85% 주행속도 (km/h),평균속도 (km/h),속도 표준편차 (km/h),최대속도 (km/h)
45830272601,202303,평일,7,일반국도,전라북도,전주시 덕진구,조촌동,78,80,82,85,89,91,84.96,8.23,133
45830272601,202303,평일,8,일반국도,전라북도,전주시 덕진구,조촌동,78,82,84,86,89,90,85.12,6.92,109
45830272601,202303,평일,11,일반국도,전라북도,전주시 덕진구,조촌동,74,78,79,83,87,89,82.32,6.8,112
45830272601,202303,평일,12,일반국도,전라북도,전주시 덕진구,조촌동,77,79,81,85,88,89,83.62,7.02,118
45830272601,202303,평일,17,일반국도,전라북도,전주시 덕진구,조촌동,73,76,77,82,86,88,80.92,7.37,99
45830272601,202303,평일,18,일반국도,전라북도,전주시 덕진구,조촌동,75,78,79,83,87,88,82.4,7.03,122
45830272602,202303,평일,7,일반국도,전라북도,전주시 덕진구,조촌동,81,83,84,87,89,90,85.65,6.56,106
45830272602,202303,평일,8,일반국도,전라북도,전주시 덕진구,조촌동,78,82,83,86,89,91,85.52,7.05,110
45830272602,202303,평일,11,일반국도,전라북도,전주시 덕진구,조촌동,76,80,81,84,88,89,83.44,6.62,110
45830272602,202303,평일,12,일반국도,전라북도,전주시 덕진구,조촌동,77,81,82,85,88,90,84.32,6.74,116
45830272602,202303,평일,17,일반국도,전라북도,전주시 덕진구,조촌동,71,74,76,80,85,88,79.58,8.17,107
45830272602,202303,평일,18,일반국도,전라북도,전주시 덕진구,조촌동,75,79,80,84,87,89,82.83,6.94,111
55121347401,202303,평일,7,시군도,전라북도,전주시 덕진구,덕진동,4,6,9,14,35,45,23.19,17.25,54
55121347401,202303,평일,8,시군도,전라북도,전주시 덕진구,덕진동,5,7,8,14,36,44,18.26,14.75,45
55121347401,202303,평일,11,시군도,전라북도,전주시 덕진구,덕진동,4,4,5,9,34,39,18.29,16.31,60
