index,geometry,인구수,건물수,공시지가,교통혼잡도,주차구획수,불법주정차,행정동명
926,"POLYGON ((14152060.15896217 4277840.16761297, 14152160.15896217 4277840.16761297, 14152160.15896217 4277740.16761297, 14152060.15896217 4277740.16761297, 14152060.15896217 4277840.16761297))",82.0,20.0,1035935.49,0.7089633370755564,,,금암1동
927,"POLYGON ((14152060.15896217 4278340.16761297, 14152160.15896217 4278340.16761297, 14152160.15896217 4278240.16761297, 14152060.15896217 4278240.16761297, 14152060.15896217 4278340.16761297))",188.0,26.0,1467814.34,0.5566337387843439,,,금암1동
928,"POLYGON ((14152060.15896217 4278240.16761297, 14152160.15896217 4278240.16761297, 14152160.15896217 4278140.16761297, 14152060.15896217 4278140.16761297, 14152060.15896217 4278240.16761297))",188.0,26.0,1127474.34,0.5566337387843439,,,금암1동
929,"POLYGON ((14152060.15896217 4278140.16761297, 14152160.15896217 4278140.16761297, 14152160.15896217 4278040.16761297, 14152060.15896217 4278040.16761297, 14152060.15896217 4278140.16761297))",62.0,23.0,1127474.34,0.5566337387843439,,,금암1동
930,"POLYGON ((14152060.15896217 4278040.16761297, 14152160.15896217 4278040.16761297, 14152160.15896217 4277940.16761297, 14152060.15896217 4277940.16761297, 14152060.15896217 4278040.16761297))",82.0,23.0,1082889.61,0.5566337387843439,,,금암1동
931,"POLYGON ((14152160.15896217 4277840.16761297, 14152260.15896217 4277840.16761297, 14152260.15896217 4277740.16761297, 14152160.15896217 4277740.16761297, 14152160.15896217 4277840.16761297))",82.0,20.0,1009610.98,0.7089633370755564,,,금암1동
932,"POLYGON ((14152160.15896217 4278240.16761297, 14152260.15896217 4278240.16761297, 14152260.15896217 4278140.16761297, 14152160.15896217 4278140.16761297, 14152160.15896217 4278240.16761297))",124.0,20.0,1662757.52,0.5566337387843439,,,금암1동
933,"POLYGON ((14152160.15896217 4278140.16761297, 14152260.15896217 4278140.16761297, 14152260.15896217 4278040.16761297, 14152160.15896217 4278040.16761297, 14152160.15896217 4278140.16761297))",102.0,23.0,1127474.34,0.5566337387843439,,,금암1동
934,"POLYGON ((14152160.15896217 4278040.16761297, 14152260.15896217 4278040.16761297, 14152260.15896217 4277940.16761297, 14152160.15896217 4277940.16761297, 14152160.15896217 4278040.16761297))",82.0,23.0,1009610.98,0.5566337387843439,,,금암1동
935,"POLYGON ((14152160.15896217 4277940.16761297, 14152260.15896217 4277940.16761297, 14152260.15896217 4277840.16761297, 14152160.15896217 4277840.16761297, 14152160.15896217 4277940.16761297))",82.0,9.0,1009610.98,0.5566337387843439,,,금암1동
936,"POLYGON ((14152160.15896217 4276440.16761297, 14152260.15896217 4276440.16761297, 14152260.15896217 4276340.16761297, 14152160.15896217 4276340.16761297, 14152160.15896217 4276440.16761297))",74.0,28.0,304646.75,0.9751342387079542,,,중앙동
937,"POLYGON ((14152060.15896217 4272940.16761297, 14152160.15896217 4272940.16761297, 14152160.15896217 4272840.16761297, 14152060.15896217 4272840.16761297, 14152060.15896217 4272940.16761297))",123.0,4.0,1011612.06,0.6865452022538683,,,삼천1동
938,"POLYGON ((14152060.15896217 4272840.16761297, 14152160.15896217 4272840.16761297, 14152160.15896217 4272740.16761297, 14152060.15896217 4272740.16761297, 14152060.15896217 4272840.16761297))",417.0,3.0,719500.13,0.6865452022538683,,,삼천1동
939,"POLYGON ((14152060.15896217 4272740.16761297, 14152160.15896217 4272740.16761297, 14152160.15896217 4272640.16761297, 14152060.15896217 4272640.16761297, 14152060.15896217 4272740.16761297))",417.0,3.0,719500.13,0.6865452022538683,,,삼천2동
940,"POLYGON ((14152060.15896217 4272640.16761297, 14152160.15896217 4272640.16761297, 14152160.15896217 4272540.16761297, 14152060.15896217 4272540.16761297, 14152060.15896217 4272640.16761297))",595.0,7.0,747700.11,0.6865452022538683,,,삼천2동
941,"POLYGON ((14152060.15896217 4272540.16761297, 14152160.15896217 4272540.16761297, 14152160.15896217 4272440.16761297, 14152060.15896217 4272440.16761297, 14152060.15896217 4272540.16761297))",595.0,8.0,1342043.88,0.6865452022538683,,,삼천2동
942,"POLYGON ((14152060.15896217 4272440.16761297, 14152160.15896217 4272440.16761297, 14152160.15896217 4272340.16761297, 14152060.15896217 4272340.16761297, 14152060.15896217 4272440.16761297))",63.0,15.0,1342043.88,0.6865452022538683,,,삼천2동
943,"POLYGON ((14152160.15896217 4278640.16761297, 14152260.15896217 4278640.16761297, 14152260.15896217 4278540.16761297, 14152160.15896217 4278540.16761297, 14152160.15896217 4278640.16761297))",145.0,16.0,1753380.7,0.5566337387843439,,,금암1동
944,"POLYGON ((14152160.15896217 4278540.16761297, 14152260.15896217 4278540.16761297, 14152260.15896217 4278440.16761297, 14152160.15896217 4278440.16761297, 14152160.15896217 4278540.16761297))",145.0,16.0,1753380.7,0.5566337387843439,,,금암1동
945,"POLYGON ((14152160.15896217 4278440.16761297, 14152260.15896217 4278440.16761297, 14152260.15896217 4278340.16761297, 14152160.15896217 4278340.16761297, 14152160.15896217 4278440.16761297))",29.0,15.0,1467814.34,0.5566337387843439,,,금암1동
946,"POLYGON ((14152160.15896217 4278340.16761297, 14152260.15896217 4278340.16761297, 14152260.15896217 4278240.16761297, 14152160.15896217 4278240.16761297, 14152160.15896217 4278340.16761297))",124.0,15.0,1662757.52,0.5566337387843439,,,금암1동
947,"POLYGON ((14152160.15896217 4278840.16761297, 14152260.15896217 4278840.16761297, 14152260.15896217 4278740.16761297, 14152160.15896217 4278740.16761297, 14152160.15896217 4278840.16761297))",119.0,22.0,930544.41,0.5566337387843439,,,금암1동
948,"POLYGON ((14152160.15896217 4278740.16761297, 14152260.15896217 4278740.16761297, 14152260.15896217 4278640.16761297, 14152160.15896217 4278640.16761297, 14152160.15896217 4278740.16761297))",119.0,22.0,1682031.79,0.5566337387843439,,,금암1동
949,"POLYGON ((14152260.15896217 4278540.16761297, 14152360.15896217 4278540.16761297, 14152360.15896217 4278440.16761297, 14152260.15896217 4278440.16761297, 14152260.15896217 4278540.16761297))",168.0,27.0,1399559.59,0.5566337387843439,,398.0,금암1동
950,"POLYGON ((14152260.15896217 4278440.16761297, 14152360.15896217 4278440.16761297, 14152360.15896217 4278340.16761297, 14152260.15896217 4278340.16761297, 14152260.15896217 4278440.16761297))",99.0,26.0,1399559.59,0.5566337387843439,,,금암1동
951,"POLYGON ((14152260.15896217 4278340.16761297, 14152360.15896217 4278340.16761297, 14152360.15896217 4278240.16761297, 14152260.15896217 4278240.16761297, 14152260.15896217 4278340.16761297))",99.0,26.0,1662757.52,0.5566337387843439,,,금암1동
952,"POLYGON ((14152260.15896217 4278240.16761297, 14152360.15896217 4278240.16761297, 14152360.15896217 4278140.16761297, 14152260.15896217 4278140.16761297, 14152260.15896217 4278240.16761297))",102.0,20.0,1662757.52,0.5566337387843439,,,금암1동
953,"POLYGON ((14152260.15896217 4278940.16761297, 14152360.15896217 4278940.16761297, 14152360.15896217 4278840.16761297, 14152260.15896217 4278840.16761297, 14152260.15896217 4278940.16761297))",58.0,18.0,508259.3,0.5566337387843439,,,금암1동
954,"POLYGON ((14152260.15896217 4278840.16761297, 14152360.15896217 4278840.16761297, 14152360.15896217 4278740.16761297, 14152260.15896217 4278740.16761297, 14152260.15896217 4278840.16761297))",58.0,22.0,702277.14,0.5566337387843439,,,금암1동
955,"POLYGON ((14152260.15896217 4278740.16761297, 14152360.15896217 4278740.16761297, 14152360.15896217 4278640.16761297, 14152260.15896217 4278640.16761297, 14152260.15896217 4278740.16761297))",97.0,27.0,1408999.67,0.5566337387843439,,,금암1동
956,"POLYGON ((14152260.15896217 4278640.16761297, 14152360.15896217 4278640.16761297, 14152360.15896217 4278540.16761297, 14152260.15896217 4278540.16761297, 14152260.15896217 4278640.16761297))",168.0,27.0,1408999.67,0.5566337387843439,,,금암1동
957,"POLYGON ((14152260.15896217 4278140.16761297, 14152360.15896217 4278140.16761297, 14152360.15896217 4278040.16761297, 14152260.15896217 4278040.16761297, 14152260.15896217 4278140.16761297))",102.0,20.0,1141541.81,0.5566337387843439,,,금암1동
958,"POLYGON ((14152260.15896217 4278040.16761297, 14152360.15896217 4278040.16761297, 14152360.15896217 4277940.16761297, 14152260.15896217 4277940.16761297, 14152260.15896217 4278040.16761297))",40.0,19.0,1012940.94,0.5566337387843439,,,금암1동
959,"POLYGON ((14152260.15896217 4277940.16761297, 14152360.15896217 4277940.16761297, 14152360.15896217 4277840.16761297, 14152260.15896217 4277840.16761297, 14152260.15896217 4277940.16761297))",22.0,9.0,1012940.94,0.5566337387843439,,,금암1동
960,"POLYGON ((14152260.15896217 4277840.16761297, 14152360.15896217 4277840.16761297, 14152360.15896217 4277740.16761297, 14152260.15896217 4277740.16761297, 14152260.15896217 4277840.16761297))",53.0,14.0,1233338.66,0.7089633370755564,,,금암1동
961,"POLYGON ((14152160.15896217 4272840.16761297, 14152260.15896217 4272840.16761297, 14152260.15896217 4272740.16761297, 14152160.15896217 4272740.16761297, 14152160.15896217 4272840.16761297))",104.0,5.0,1332388.23,0.6865452022538683,,,삼천2동
962,"POLYGON ((14152160.15896217 4272740.16761297, 14152260.15896217 4272740.16761297, 14152260.15896217 4272640.16761297, 14152160.15896217 4272640.16761297, 14152160.15896217 4272740.16761297))",104.0,2.0,1332388.23,0.6865452022538683,,,삼천2동
963,"POLYGON ((14152160.15896217 4272640.16761297, 14152260.15896217 4272640.16761297, 14152260.15896217 4272540.16761297, 14152160.15896217 4272540.16761297, 14152160.15896217 4272640.16761297))",595.0,7.0,1642992.71,0.6865452022538683,,,삼천2동
964,"POLYGON ((14152160.15896217 4272540.16761297, 14152260.15896217 4272540.16761297, 14152260.15896217 4272440.16761297, 14152160.15896217 4272440.16761297, 14152160.15896217 4272540.16761297))",595.0,10.0,1694332.42,0.6865452022538683,,,삼천2동
965,"POLYGON ((14153560.15896217 4276440.16761297, 14153660.15896217 4276440.16761297, 14153660.15896217 4276340.16761297, 14153560.15896217 4276340.16761297, 14153560.15896217 4276440.16761297))",39.0,22.0,1624814.7,0.9751342387079542,,,노송동
966,"POLYGON ((14153560.15896217 4276340.16761297, 14153660.15896217 4276340.16761297, 14153660.15896217 4276240.16761297, 14153560.15896217 4276240.16761297, 14153560.15896217 4276340.16761297))",21.0,22.0,1624814.7,0.9751342387079542,,,노송동
967,"POLYGON ((14153560.15896217 4276240.16761297, 14153660.15896217 4276240.16761297, 14153660.15896217 4276140.16761297, 14153560.15896217 4276140.16761297, 14153560.15896217 4276240.16761297))",45.0,22.0,1624814.7,0.9751342387079542,,,중앙동
968,"POLYGON ((14153560.15896217 4276140.16761297, 14153660.15896217 4276140.16761297, 14153660.15896217 4276040.16761297, 14153560.15896217 4276040.16761297, 14153560.15896217 4276140.16761297))",45.0,19.0,1854656.5,0.9751342387079542,,,중앙동
969,"POLYGON ((14153560.15896217 4276540.16761297, 14153660.15896217 4276540.16761297, 14153660.15896217 4276440.16761297, 14153560.15896217 4276440.16761297, 14153560.15896217 4276540.16761297))",39.0,14.0,2140679.69,0.9751342387079542,,,노송동
970,"POLYGON ((14153560.15896217 4275640.16761297, 14153660.15896217 4275640.16761297, 14153660.15896217 4275540.16761297, 14153560.15896217 4275540.16761297, 14153560.15896217 4275640.16761297))",20.0,28.0,3949771.66,0.9751342387079542,,,중앙동
971,"POLYGON ((14153560.15896217 4275540.16761297, 14153660.15896217 4275540.16761297, 14153660.15896217 4275440.16761297, 14153560.15896217 4275440.16761297, 14153560.15896217 4275540.16761297))",47.0,32.0,2062372.78,0.9751342387079542,,,중앙동
972,"POLYGON ((14153560.15896217 4275440.16761297, 14153660.15896217 4275440.16761297, 14153660.15896217 4275340.16761297, 14153560.15896217 4275340.16761297, 14153560.15896217 4275440.16761297))",71.0,32.0,920059.41,0.9751342387079542,,,중앙동
973,"POLYGON ((14153560.15896217 4275340.16761297, 14153660.15896217 4275340.16761297, 14153660.15896217 4275240.16761297, 14153560.15896217 4275240.16761297, 14153560.15896217 4275340.16761297))",71.0,28.0,632112.3,0.9751342387079542,,,중앙동
974,"POLYGON ((14153560.15896217 4276040.16761297, 14153660.15896217 4276040.16761297, 14153660.15896217 4275940.16761297, 14153560.15896217 4275940.16761297, 14153560.15896217 4276040.16761297))",25.0,19.0,1854656.5,0.9751342387079542,,,중앙동
975,"POLYGON ((14153560.15896217 4275940.16761297, 14153660.15896217 4275940.16761297, 14153660.15896217 4275840.16761297, 14153560.15896217 4275840.16761297, 14153560.15896217 4275940.16761297))",25.0,25.0,2984387.92,0.9751342387079542,,,중앙동
976,"POLYGON ((14153560.15896217 4275840.16761297, 14153660.15896217 4275840.16761297, 14153660.15896217 4275740.16761297, 14153560.15896217 4275740.16761297, 14153560.15896217 4275840.16761297))",15.0,25.0,2984387.92,0.9751342387079542,,,중앙동
977,"POLYGON ((14153560.15896217 4275740.16761297, 14153660.15896217 4275740.16761297, 14153660.15896217 4275640.16761297, 14153560.15896217 4275640.16761297, 14153560.15896217 4275740.16761297))",15.0,28.0,3949771.66,0.9751342387079542,,,중앙동
978,"POLYGON ((14153560.15896217 4275240.16761297, 14153660.15896217 4275240.16761297, 14153660.15896217 4275140.16761297, 14153560.15896217 4275140.16761297, 14153560.15896217 4275240.16761297))",75.0,28.0,632112.3,0.9751342387079542,,,중앙동
979,"POLYGON ((14153560.15896217 4275140.16761297, 14153660.15896217 4275140.16761297, 14153660.15896217 4275040.16761297, 14153560.15896217 4275040.16761297, 14153560.15896217 4275140.16761297))",75.0,48.0,669687.14,0.9751342387079542,,,중앙동
980,"POLYGON ((14153560.15896217 4275040.16761297, 14153660.15896217 4275040.16761297, 14153660.15896217 4274940.16761297, 14153560.15896217 4274940.16761297, 14153560.15896217 4275040.16761297))",126.0,48.0,688485.27,0.7358844544913219,,,풍남동
981,"POLYGON ((14153560.15896217 4274940.16761297, 14153660.15896217 4274940.16761297, 14153660.15896217 4274840.16761297, 14153560.15896217 4274840.16761297, 14153560.15896217 4274940.16761297))",126.0,22.0,688485.27,0.860028779678821,,,완산동
982,"POLYGON ((14153660.15896217 4275140.16761297, 14153760.15896217 4275140.16761297, 14153760.15896217 4275040.16761297, 14153660.15896217 4275040.16761297, 14153660.15896217 4275140.16761297))",76.0,48.0,685002.75,0.9751342387079542,,,중앙동
983,"POLYGON ((14153660.15896217 4275040.16761297, 14153760.15896217 4275040.16761297, 14153760.15896217 4274940.16761297, 14153660.15896217 4274940.16761297, 14153660.15896217 4275040.16761297))",126.0,48.0,1015490.29,0.7358844544913219,,,풍남동
984,"POLYGON ((14153660.15896217 4274940.16761297, 14153760.15896217 4274940.16761297, 14153760.15896217 4274840.16761297, 14153660.15896217 4274840.16761297, 14153660.15896217 4274940.16761297))",126.0,46.0,1015490.29,0.860028779678821,,,완산동
985,"POLYGON ((14153660.15896217 4274840.16761297, 14153760.15896217 4274840.16761297, 14153760.15896217 4274740.16761297, 14153660.15896217 4274740.16761297, 14153660.15896217 4274840.16761297))",0.0,7.0,658916.54,0.860028779678821,,,완산동
986,"POLYGON ((14153660.15896217 4276340.16761297, 14153760.15896217 4276340.16761297, 14153760.15896217 4276240.16761297, 14153660.15896217 4276240.16761297, 14153660.15896217 4276340.16761297))",21.0,22.0,2132863.75,0.9751342387079542,,,노송동
987,"POLYGON ((14153660.15896217 4276240.16761297, 14153760.15896217 4276240.16761297, 14153760.15896217 4276140.16761297, 14153660.15896217 4276140.16761297, 14153660.15896217 4276240.16761297))",45.0,22.0,2471409.04,0.9751342387079542,,481.0,노송동
988,"POLYGON ((14153660.15896217 4276140.16761297, 14153760.15896217 4276140.16761297, 14153760.15896217 4276040.16761297, 14153660.15896217 4276040.16761297, 14153660.15896217 4276140.16761297))",45.0,19.0,2590686.61,0.9751342387079542,183.0,,중앙동
989,"POLYGON ((14153660.15896217 4276040.16761297, 14153760.15896217 4276040.16761297, 14153760.15896217 4275940.16761297, 14153660.15896217 4275940.16761297, 14153660.15896217 4276040.16761297))",26.0,31.0,3025487.57,0.9751342387079542,,,중앙동
990,"POLYGON ((14153660.15896217 4275540.16761297, 14153760.15896217 4275540.16761297, 14153760.15896217 4275440.16761297, 14153660.15896217 4275440.16761297, 14153660.15896217 4275540.16761297))",49.0,32.0,2062372.78,0.9751342387079542,,,중앙동
991,"POLYGON ((14153660.15896217 4275440.16761297, 14153760.15896217 4275440.16761297, 14153760.15896217 4275340.16761297, 14153660.15896217 4275340.16761297, 14153660.15896217 4275440.16761297))",71.0,32.0,1346679.87,0.9751342387079542,,,중앙동
992,"POLYGON ((14153660.15896217 4275340.16761297, 14153760.15896217 4275340.16761297, 14153760.15896217 4275240.16761297, 14153660.15896217 4275240.16761297, 14153660.15896217 4275340.16761297))",71.0,28.0,871349.95,0.9751342387079542,,,중앙동
993,"POLYGON ((14153660.15896217 4275240.16761297, 14153760.15896217 4275240.16761297, 14153760.15896217 4275140.16761297, 14153660.15896217 4275140.16761297, 14153660.15896217 4275240.16761297))",76.0,34.0,871349.95,0.9751342387079542,,,중앙동
994,"POLYGON ((14153660.15896217 4275940.16761297, 14153760.15896217 4275940.16761297, 14153760.15896217 4275840.16761297, 14153660.15896217 4275840.16761297, 14153660.15896217 4275940.16761297))",26.0,38.0,4728295.93,0.9751342387079542,,,중앙동
995,"POLYGON ((14153660.15896217 4275840.16761297, 14153760.15896217 4275840.16761297, 14153760.15896217 4275740.16761297, 14153660.15896217 4275740.16761297, 14153660.15896217 4275840.16761297))",15.0,38.0,4728295.93,0.9751342387079542,,,중앙동
996,"POLYGON ((14153660.15896217 4275740.16761297, 14153760.15896217 4275740.16761297, 14153760.15896217 4275640.16761297, 14153660.15896217 4275640.16761297, 14153660.15896217 4275740.16761297))",15.0,38.0,4728295.93,0.9751342387079542,,,중앙동
997,"POLYGON ((14153660.15896217 4275640.16761297, 14153760.15896217 4275640.16761297, 14153760.15896217 4275540.16761297, 14153660.15896217 4275540.16761297, 14153660.15896217 4275640.16761297))",49.0,32.0,4631895.59,0.9751342387079542,,,중앙동
998,"POLYGON ((14153760.15896217 4276240.16761297, 14153860.15896217 4276240.16761297, 14153860.15896217 4276140.16761297, 14153760.15896217 4276140.16761297, 14153760.15896217 4276240.16761297))",7.0,12.0,2471409.04,0.9751342387079542,,,노송동
999,"POLYGON ((14153760.15896217 4276140.16761297, 14153860.15896217 4276140.16761297, 14153860.15896217 4276040.16761297, 14153760.15896217 4276040.16761297, 14153760.15896217 4276140.16761297))",13.0,16.0,2594308.24,0.9751342387079542,,,노송동
1000,"POLYGON ((14153760.15896217 4276040.16761297, 14153860.15896217 4276040.16761297, 14153860.15896217 4275940.16761297, 14153760.15896217 4275940.16761297, 14153760.15896217 4276040.16761297))",26.0,31.0,4541433.65,0.9751342387079542,,,중앙동
1001,"POLYGON ((14153760.15896217 4275940.16761297, 14153860.15896217 4275940.16761297, 14153860.15896217 4275840.16761297, 14153760.15896217 4275840.16761297, 14153760.15896217 4275940.16761297))",26.0,38.0,4728295.93,0.9751342387079542,,,중앙동
1002,"POLYGON ((14153760.15896217 4275440.16761297, 14153860.15896217 4275440.16761297, 14153860.15896217 4275340.16761297, 14153760.15896217 4275340.16761297, 14153760.15896217 4275440.16761297))",23.0,20.0,1346679.87,0.9751342387079542,,,중앙동
1003,"POLYGON ((14153760.15896217 4275340.16761297, 14153860.15896217 4275340.16761297, 14153860.15896217 4275240.16761297, 14153760.15896217 4275240.16761297, 14153760.15896217 4275340.16761297))",9.0,11.0,952959.78,0.9751342387079542,,,중앙동
1004,"POLYGON ((14153760.15896217 4275240.16761297, 14153860.15896217 4275240.16761297, 14153860.15896217 4275140.16761297, 14153760.15896217 4275140.16761297, 14153760.15896217 4275240.16761297))",76.0,34.0,952959.78,0.9751342387079542,,,중앙동
1005,"POLYGON ((14153760.15896217 4275140.16761297, 14153860.15896217 4275140.16761297, 14153860.15896217 4275040.16761297, 14153760.15896217 4275040.16761297, 14153760.15896217 4275140.16761297))",76.0,34.0,695910.43,0.9751342387079542,,,중앙동
1006,"POLYGON ((14153760.15896217 4275840.16761297, 14153860.15896217 4275840.16761297, 14153860.15896217 4275740.16761297, 14153760.15896217 4275740.16761297, 14153760.15896217 4275840.16761297))",13.0,38.0,4728295.93,0.9751342387079542,,,중앙동
1007,"POLYGON ((14153760.15896217 4275740.16761297, 14153860.15896217 4275740.16761297, 14153860.15896217 4275640.16761297, 14153760.15896217 4275640.16761297, 14153760.15896217 4275740.16761297))",25.0,38.0,4728295.93,0.9751342387079542,,,중앙동
1008,"POLYGON ((14153760.15896217 4275640.16761297, 14153860.15896217 4275640.16761297, 14153860.15896217 4275540.16761297, 14153760.15896217 4275540.16761297, 14153760.15896217 4275640.16761297))",49.0,32.0,4631895.59,0.9751342387079542,,,중앙동
1009,"POLYGON ((14153760.15896217 4275540.16761297, 14153860.15896217 4275540.16761297, 14153860.15896217 4275440.16761297, 14153760.15896217 4275440.16761297, 14153760.15896217 4275540.16761297))",49.0,32.0,2055983.38,0.9751342387079542,,,중앙동
1010,"POLYGON ((14153760.15896217 4275040.16761297, 14153860.15896217 4275040.16761297, 14153860.15896217 4274940.16761297, 14153760.15896217 4274940.16761297, 14153760.15896217 4275040.16761297))",61.0,46.0,1366002.91,0.9751342387079542,,,중앙동
1011,"POLYGON ((14153760.15896217 4274940.16761297, 14153860.15896217 4274940.16761297, 14153860.15896217 4274840.16761297, 14153760.15896217 4274840.16761297, 14153760.15896217 4274940.16761297))",58.0,46.0,1366002.91,0.7358844544913219,,,풍남동
1012,"POLYGON ((14153760.15896217 4274840.16761297, 14153860.15896217 4274840.16761297, 14153860.15896217 4274740.16761297, 14153760.15896217 4274740.16761297, 14153760.15896217 4274840.16761297))",6.0,0.0,573702.42,0.860028779678821,,,완산동
1013,"POLYGON ((14153860.15896217 4276140.16761297, 14153960.15896217 4276140.16761297, 14153960.15896217 4276040.16761297, 14153860.15896217 4276040.16761297, 14153860.15896217 4276140.16761297))",60.0,16.0,2594308.24,0.7358844544913219,,,노송동
1014,"POLYGON ((14153860.15896217 4276040.16761297, 14153960.15896217 4276040.16761297, 14153960.15896217 4275940.16761297, 14153860.15896217 4275940.16761297, 14153860.15896217 4276040.16761297))",33.0,21.0,4541433.65,0.7358844544913219,,,풍남동
1015,"POLYGON ((14153860.15896217 4275940.16761297, 14153960.15896217 4275940.16761297, 14153960.15896217 4275840.16761297, 14153860.15896217 4275840.16761297, 14153860.15896217 4275940.16761297))",33.0,24.0,4541433.65,0.9751342387079542,,,중앙동
1016,"POLYGON ((14153860.15896217 4275840.16761297, 14153960.15896217 4275840.16761297, 14153960.15896217 4275740.16761297, 14153860.15896217 4275740.16761297, 14153860.15896217 4275840.16761297))",20.0,24.0,4290509.04,0.9751342387079542,,,중앙동
1017,"POLYGON ((14153860.15896217 4276240.16761297, 14153960.15896217 4276240.16761297, 14153960.15896217 4276140.16761297, 14153860.15896217 4276140.16761297, 14153860.15896217 4276240.16761297))",60.0,16.0,1642836.82,0.7358844544913219,,,노송동
1018,"POLYGON ((14153860.15896217 4275340.16761297, 14153960.15896217 4275340.16761297, 14153960.15896217 4275240.16761297, 14153860.15896217 4275240.16761297, 14153860.15896217 4275340.16761297))",10.0,21.0,1282004.26,0.9751342387079542,,,중앙동
1019,"POLYGON ((14153860.15896217 4275240.16761297, 14153960.15896217 4275240.16761297, 14153960.15896217 4275140.16761297, 14153860.15896217 4275140.16761297, 14153860.15896217 4275240.16761297))",58.0,27.0,1282004.26,0.9751342387079542,,,중앙동
1020,"POLYGON ((14153860.15896217 4275140.16761297, 14153960.15896217 4275140.16761297, 14153960.15896217 4275040.16761297, 14153860.15896217 4275040.16761297, 14153860.15896217 4275140.16761297))",61.0,29.0,959593.2,0.9751342387079542,,,중앙동
1021,"POLYGON ((14153860.15896217 4275040.16761297, 14153960.15896217 4275040.16761297, 14153960.15896217 4274940.16761297, 14153860.15896217 4274940.16761297, 14153860.15896217 4275040.16761297))",61.0,29.0,1366002.91,0.9751342387079542,,1316.0,중앙동
1022,"POLYGON ((14153860.15896217 4275740.16761297, 14153960.15896217 4275740.16761297, 14153960.15896217 4275640.16761297, 14153860.15896217 4275640.16761297, 14153860.15896217 4275740.16761297))",25.0,24.0,4290509.04,0.7358844544913219,,,풍남동
1023,"POLYGON ((14153860.15896217 4275640.16761297, 14153960.15896217 4275640.16761297, 14153960.15896217 4275540.16761297, 14153860.15896217 4275540.16761297, 14153860.15896217 4275640.16761297))",25.0,22.0,3643537.27,0.7358844544913219,,,풍남동
1024,"POLYGON ((14153860.15896217 4275540.16761297, 14153960.15896217 4275540.16761297, 14153960.15896217 4275440.16761297, 14153860.15896217 4275440.16761297, 14153860.15896217 4275540.16761297))",21.0,22.0,2370456.01,0.9751342387079542,,,중앙동
1025,"POLYGON ((14153860.15896217 4275440.16761297, 14153960.15896217 4275440.16761297, 14153960.15896217 4275340.16761297, 14153860.15896217 4275340.16761297, 14153860.15896217 4275440.16761297))",10.0,21.0,1898607.26,0.9751342387079542,,,중앙동
1026,"POLYGON ((14153860.15896217 4274940.16761297, 14153960.15896217 4274940.16761297, 14153960.15896217 4274840.16761297, 14153860.15896217 4274840.16761297, 14153860.15896217 4274940.16761297))",45.0,28.0,1366002.91,0.7358844544913219,,,풍남동
1027,"POLYGON ((14153860.15896217 4274840.16761297, 14153960.15896217 4274840.16761297, 14153960.15896217 4274740.16761297, 14153860.15896217 4274740.16761297, 14153860.15896217 4274840.16761297))",6.0,5.0,1029831.06,0.860028779678821,,,완산동
1028,"POLYGON ((14153860.15896217 4274740.16761297, 14153960.15896217 4274740.16761297, 14153960.15896217 4274640.16761297, 14153860.15896217 4274640.16761297, 14153860.15896217 4274740.16761297))",54.0,20.0,1029831.06,0.860028779678821,,,완산동
1029,"POLYGON ((14153960.15896217 4276040.16761297, 14154060.15896217 4276040.16761297, 14154060.15896217 4275940.16761297, 14153960.15896217 4275940.16761297, 14153960.15896217 4276040.16761297))",33.0,21.0,1122946.15,0.7358844544913219,,,풍남동
1030,"POLYGON ((14153960.15896217 4275940.16761297, 14154060.15896217 4275940.16761297, 14154060.15896217 4275840.16761297, 14153960.15896217 4275840.16761297, 14153960.15896217 4275940.16761297))",33.0,21.0,2980656.26,0.7358844544913219,,756.0,풍남동
1031,"POLYGON ((14153960.15896217 4275840.16761297, 14154060.15896217 4275840.16761297, 14154060.15896217 4275740.16761297, 14153960.15896217 4275740.16761297, 14153960.15896217 4275840.16761297))",20.0,12.0,2980656.26,0.7358844544913219,,,풍남동
1032,"POLYGON ((14153960.15896217 4275740.16761297, 14154060.15896217 4275740.16761297, 14154060.15896217 4275640.16761297, 14153960.15896217 4275640.16761297, 14153960.15896217 4275740.16761297))",32.0,21.0,2980656.26,0.7358844544913219,,,풍남동
1033,"POLYGON ((14153960.15896217 4276240.16761297, 14154060.15896217 4276240.16761297, 14154060.15896217 4276140.16761297, 14153960.15896217 4276140.16761297, 14153960.15896217 4276240.16761297))",60.0,29.0,1088510.09,0.7358844544913219,,,노송동
1034,"POLYGON ((14153960.15896217 4276140.16761297, 14154060.15896217 4276140.16761297, 14154060.15896217 4276040.16761297, 14153960.15896217 4276040.16761297, 14153960.15896217 4276140.16761297))",60.0,16.0,1122946.15,0.7358844544913219,,,풍남동
1035,"POLYGON ((14153960.15896217 4275240.16761297, 14154060.15896217 4275240.16761297, 14154060.15896217 4275140.16761297, 14153960.15896217 4275140.16761297, 14153960.15896217 4275240.16761297))",53.0,27.0,1282004.26,0.7358844544913219,,,풍남동
1036,"POLYGON ((14153960.15896217 4275140.16761297, 14154060.15896217 4275140.16761297, 14154060.15896217 4275040.16761297, 14153960.15896217 4275040.16761297, 14153960.15896217 4275140.16761297))",53.0,27.0,1727747.92,0.7358844544913219,,,풍남동
