index,geometry,인구수,건물수,공시지가,교통혼잡도,주차구획수,불법주정차,행정동명
598,"POLYGON ((14156060.15896217 4274640.16761297, 14156160.15896217 4274640.16761297, 14156160.15896217 4274540.16761297, 14156060.15896217 4274540.16761297, 14156060.15896217 4274640.16761297))",0.0,0.0,5424.69,0.7358844544913219,,,풍남동
599,"POLYGON ((14150860.15896217 4274540.16761297, 14150960.15896217 4274540.16761297, 14150960.15896217 4274440.16761297, 14150860.15896217 4274440.16761297, 14150860.15896217 4274540.16761297))",235.0,11.0,682288.2,0.769829573728525,,,효자2동
600,"POLYGON ((14156060.15896217 4274540.16761297, 14156160.15896217 4274540.16761297, 14156160.15896217 4274440.16761297, 14156060.15896217 4274440.16761297, 14156060.15896217 4274540.16761297))",0.0,0.0,5424.69,0.7358844544913219,,,풍남동
601,"POLYGON ((14150860.15896217 4274440.16761297, 14150960.15896217 4274440.16761297, 14150960.15896217 4274340.16761297, 14150860.15896217 4274340.16761297, 14150860.15896217 4274440.16761297))",235.0,15.0,641827.68,0.769829573728525,,,효자2동
602,"POLYGON ((14156060.15896217 4274440.16761297, 14156160.15896217 4274440.16761297, 14156160.15896217 4274340.16761297, 14156060.15896217 4274340.16761297, 14156060.15896217 4274440.16761297))",0.0,1.0,5400.0,0.7358844544913219,,,동서학동
603,"POLYGON ((14150860.15896217 4273540.16761297, 14150960.15896217 4273540.16761297, 14150960.15896217 4273440.16761297, 14150860.15896217 4273440.16761297, 14150860.15896217 4273540.16761297))",149.0,41.0,548329.96,0.769829573728525,,,삼천1동
604,"POLYGON ((14156060.15896217 4275140.16761297, 14156160.15896217 4275140.16761297, 14156160.15896217 4275040.16761297, 14156060.15896217 4275040.16761297, 14156060.15896217 4275140.16761297))",0.0,0.0,79099.93,0.7358844544913219,,,풍남동
605,"POLYGON ((14156060.15896217 4275040.16761297, 14156160.15896217 4275040.16761297, 14156160.15896217 4274940.16761297, 14156060.15896217 4274940.16761297, 14156060.15896217 4275040.16761297))",0.0,0.0,56925.03,0.7358844544913219,,,풍남동
606,"POLYGON ((14156060.15896217 4274940.16761297, 14156160.15896217 4274940.16761297, 14156160.15896217 4274840.16761297, 14156060.15896217 4274840.16761297, 14156060.15896217 4274940.16761297))",0.0,0.0,25000.13,0.7358844544913219,,,풍남동
607,"POLYGON ((14156060.15896217 4274840.16761297, 14156160.15896217 4274840.16761297, 14156160.15896217 4274740.16761297, 14156060.15896217 4274740.16761297, 14156060.15896217 4274840.16761297))",0.0,0.0,25000.13,0.7358844544913219,,,풍남동
608,"POLYGON ((14150860.15896217 4273940.16761297, 14150960.15896217 4273940.16761297, 14150960.15896217 4273840.16761297, 14150860.15896217 4273840.16761297, 14150860.15896217 4273940.16761297))",111.0,19.0,974683.9,0.769829573728525,,,효자2동
609,"POLYGON ((14150860.15896217 4273840.16761297, 14150960.15896217 4273840.16761297, 14150960.15896217 4273740.16761297, 14150860.15896217 4273740.16761297, 14150860.15896217 4273840.16761297))",0.0,0.0,0.0,0.769829573728525,,,효자2동
610,"POLYGON ((14150860.15896217 4273740.16761297, 14150960.15896217 4273740.16761297, 14150960.15896217 4273640.16761297, 14150860.15896217 4273640.16761297, 14150860.15896217 4273740.16761297))",16.0,4.0,523656.5,0.769829573728525,,,효자2동
611,"POLYGON ((14150860.15896217 4273640.16761297, 14150960.15896217 4273640.16761297, 14150960.15896217 4273540.16761297, 14150860.15896217 4273540.16761297, 14150860.15896217 4273640.16761297))",149.0,41.0,548329.96,0.769829573728525,,,효자2동
612,"POLYGON ((14150860.15896217 4272740.16761297, 14150960.15896217 4272740.16761297, 14150960.15896217 4272640.16761297, 14150860.15896217 4272640.16761297, 14150860.15896217 4272740.16761297))",184.0,30.0,535498.19,0.6865452022538683,,,삼천2동
613,"POLYGON ((14156060.15896217 4274340.16761297, 14156160.15896217 4274340.16761297, 14156160.15896217 4274240.16761297, 14156060.15896217 4274240.16761297, 14156060.15896217 4274340.16761297))",0.0,1.0,0.0,0.7358844544913219,,,동서학동
614,"POLYGON ((14150860.15896217 4272640.16761297, 14150960.15896217 4272640.16761297, 14150960.15896217 4272540.16761297, 14150860.15896217 4272540.16761297, 14150860.15896217 4272640.16761297))",184.0,30.0,535498.19,0.6865452022538683,,,삼천2동
615,"POLYGON ((14150860.15896217 4272540.16761297, 14150960.15896217 4272540.16761297, 14150960.15896217 4272440.16761297, 14150860.15896217 4272440.16761297, 14150860.15896217 4272540.16761297))",152.0,27.0,455729.94,0.6865452022538683,,,삼천2동
616,"POLYGON ((14150860.15896217 4272440.16761297, 14150960.15896217 4272440.16761297, 14150960.15896217 4272340.16761297, 14150860.15896217 4272340.16761297, 14150860.15896217 4272440.16761297))",182.0,32.0,455729.94,0.6865452022538683,,,삼천2동
617,"POLYGON ((14150860.15896217 4273040.16761297, 14150960.15896217 4273040.16761297, 14150960.15896217 4272940.16761297, 14150860.15896217 4272940.16761297, 14150860.15896217 4273040.16761297))",51.0,13.0,678137.93,0.6865452022538683,,,삼천1동
618,"POLYGON ((14150860.15896217 4272940.16761297, 14150960.15896217 4272940.16761297, 14150960.15896217 4272840.16761297, 14150860.15896217 4272840.16761297, 14150860.15896217 4272940.16761297))",122.0,16.0,678137.93,0.6865452022538683,,,삼천2동
619,"POLYGON ((14150860.15896217 4272840.16761297, 14150960.15896217 4272840.16761297, 14150960.15896217 4272740.16761297, 14150860.15896217 4272740.16761297, 14150860.15896217 4272840.16761297))",184.0,30.0,535498.19,0.6865452022538683,,,삼천2동
620,"POLYGON ((14150860.15896217 4272340.16761297, 14150960.15896217 4272340.16761297, 14150960.15896217 4272240.16761297, 14150860.15896217 4272240.16761297, 14150860.15896217 4272340.16761297))",182.0,32.0,503607.92,0.6865452022538683,,,삼천2동
621,"POLYGON ((14150860.15896217 4272240.16761297, 14150960.15896217 4272240.16761297, 14150960.15896217 4272140.16761297, 14150860.15896217 4272140.16761297, 14150860.15896217 4272240.16761297))",135.0,22.0,503607.92,0.6865452022538683,,,삼천2동
622,"POLYGON ((14150860.15896217 4272140.16761297, 14150960.15896217 4272140.16761297, 14150960.15896217 4272040.16761297, 14150860.15896217 4272040.16761297, 14150860.15896217 4272140.16761297))",135.0,22.0,674281.57,0.6865452022538683,,,삼천2동
623,"POLYGON ((14150860.15896217 4272040.16761297, 14150960.15896217 4272040.16761297, 14150960.15896217 4271940.16761297, 14150860.15896217 4271940.16761297, 14150860.15896217 4272040.16761297))",378.0,7.0,749794.27,0.6865452022538683,,,삼천2동
624,"POLYGON ((14152260.15896217 4272640.16761297, 14152360.15896217 4272640.16761297, 14152360.15896217 4272540.16761297, 14152260.15896217 4272540.16761297, 14152260.15896217 4272640.16761297))",19.0,12.0,1642992.71,0.6865452022538683,,,삼천2동
625,"POLYGON ((14152260.15896217 4272540.16761297, 14152360.15896217 4272540.16761297, 14152360.15896217 4272440.16761297, 14152260.15896217 4272440.16761297, 14152260.15896217 4272540.16761297))",9.0,12.0,1694332.42,0.6865452022538683,,,삼천2동
626,"POLYGON ((14152360.15896217 4279040.16761297, 14152460.15896217 4279040.16761297, 14152460.15896217 4278940.16761297, 14152360.15896217 4278940.16761297, 14152360.15896217 4279040.16761297))",69.0,18.0,462083.22,0.5566337387843439,,,금암1동
627,"POLYGON ((14152360.15896217 4278940.16761297, 14152460.15896217 4278940.16761297, 14152460.15896217 4278840.16761297, 14152360.15896217 4278840.16761297, 14152360.15896217 4278940.16761297))",136.0,34.0,605985.28,0.5566337387843439,,,금암1동
628,"POLYGON ((14152360.15896217 4278440.16761297, 14152460.15896217 4278440.16761297, 14152460.15896217 4278340.16761297, 14152360.15896217 4278340.16761297, 14152360.15896217 4278440.16761297))",128.0,26.0,828924.45,0.5566337387843439,,,금암1동
629,"POLYGON ((14152360.15896217 4278340.16761297, 14152460.15896217 4278340.16761297, 14152460.15896217 4278240.16761297, 14152360.15896217 4278240.16761297, 14152360.15896217 4278340.16761297))",226.0,26.0,1503758.69,0.5566337387843439,,,금암1동
630,"POLYGON ((14152360.15896217 4278240.16761297, 14152460.15896217 4278240.16761297, 14152460.15896217 4278140.16761297, 14152360.15896217 4278140.16761297, 14152360.15896217 4278240.16761297))",226.0,27.0,1503758.69,0.5566337387843439,,,금암1동
631,"POLYGON ((14152360.15896217 4278140.16761297, 14152460.15896217 4278140.16761297, 14152460.15896217 4278040.16761297, 14152360.15896217 4278040.16761297, 14152360.15896217 4278140.16761297))",77.0,27.0,1141541.81,0.5566337387843439,,452.0,금암1동
632,"POLYGON ((14152360.15896217 4278840.16761297, 14152460.15896217 4278840.16761297, 14152460.15896217 4278740.16761297, 14152360.15896217 4278740.16761297, 14152360.15896217 4278840.16761297))",136.0,34.0,702277.14,0.5566337387843439,,,금암1동
633,"POLYGON ((14152360.15896217 4278740.16761297, 14152460.15896217 4278740.16761297, 14152460.15896217 4278640.16761297, 14152360.15896217 4278640.16761297, 14152360.15896217 4278740.16761297))",120.0,31.0,738740.66,0.5566337387843439,,,금암1동
634,"POLYGON ((14152360.15896217 4278640.16761297, 14152460.15896217 4278640.16761297, 14152460.15896217 4278540.16761297, 14152360.15896217 4278540.16761297, 14152360.15896217 4278640.16761297))",168.0,31.0,738740.66,0.5566337387843439,,,금암1동
635,"POLYGON ((14152360.15896217 4278540.16761297, 14152460.15896217 4278540.16761297, 14152460.15896217 4278440.16761297, 14152360.15896217 4278440.16761297, 14152360.15896217 4278540.16761297))",168.0,30.0,828924.45,0.5566337387843439,,,금암1동
636,"POLYGON ((14152260.15896217 4276540.16761297, 14152360.15896217 4276540.16761297, 14152360.15896217 4276440.16761297, 14152260.15896217 4276440.16761297, 14152260.15896217 4276540.16761297))",46.0,17.0,804454.16,0.9751342387079542,,,중앙동
637,"POLYGON ((14152260.15896217 4276440.16761297, 14152360.15896217 4276440.16761297, 14152360.15896217 4276340.16761297, 14152260.15896217 4276340.16761297, 14152260.15896217 4276440.16761297))",13.0,3.0,585124.25,0.9751342387079542,,,중앙동
638,"POLYGON ((14152260.15896217 4276340.16761297, 14152360.15896217 4276340.16761297, 14152360.15896217 4276240.16761297, 14152260.15896217 4276240.16761297, 14152260.15896217 4276340.16761297))",34.0,10.0,585124.25,0.9751342387079542,,,중앙동
639,"POLYGON ((14152360.15896217 4278040.16761297, 14152460.15896217 4278040.16761297, 14152460.15896217 4277940.16761297, 14152360.15896217 4277940.16761297, 14152360.15896217 4278040.16761297))",44.0,14.0,1012940.94,0.5566337387843439,,,금암1동
640,"POLYGON ((14152360.15896217 4277940.16761297, 14152460.15896217 4277940.16761297, 14152460.15896217 4277840.16761297, 14152360.15896217 4277840.16761297, 14152360.15896217 4277940.16761297))",44.0,12.0,1012940.94,0.5566337387843439,,908.0,금암1동
641,"POLYGON ((14152360.15896217 4277840.16761297, 14152460.15896217 4277840.16761297, 14152460.15896217 4277740.16761297, 14152360.15896217 4277740.16761297, 14152360.15896217 4277840.16761297))",354.0,12.0,1233338.66,0.7089633370755564,,634.0,금암1동
642,"POLYGON ((14152360.15896217 4277740.16761297, 14152460.15896217 4277740.16761297, 14152460.15896217 4277640.16761297, 14152360.15896217 4277640.16761297, 14152360.15896217 4277740.16761297))",354.0,36.0,1233338.66,0.7089633370755564,,,금암1동
643,"POLYGON ((14152360.15896217 4276640.16761297, 14152460.15896217 4276640.16761297, 14152460.15896217 4276540.16761297, 14152360.15896217 4276540.16761297, 14152360.15896217 4276640.16761297))",220.0,30.0,665271.49,0.9751342387079542,,,중앙동
644,"POLYGON ((14152360.15896217 4276540.16761297, 14152460.15896217 4276540.16761297, 14152460.15896217 4276440.16761297, 14152360.15896217 4276440.16761297, 14152360.15896217 4276540.16761297))",77.0,36.0,585124.25,0.9751342387079542,,,중앙동
645,"POLYGON ((14152360.15896217 4276440.16761297, 14152460.15896217 4276440.16761297, 14152460.15896217 4276340.16761297, 14152360.15896217 4276340.16761297, 14152360.15896217 4276440.16761297))",70.0,36.0,585124.25,0.9751342387079542,,,중앙동
646,"POLYGON ((14152360.15896217 4276340.16761297, 14152460.15896217 4276340.16761297, 14152460.15896217 4276240.16761297, 14152360.15896217 4276240.16761297, 14152360.15896217 4276340.16761297))",70.0,36.0,585124.25,0.9751342387079542,,,중앙동
647,"POLYGON ((14152360.15896217 4276240.16761297, 14152460.15896217 4276240.16761297, 14152460.15896217 4276140.16761297, 14152360.15896217 4276140.16761297, 14152360.15896217 4276240.16761297))",55.0,22.0,421847.39,0.9751342387079542,,,중앙동
648,"POLYGON ((14152460.15896217 4276340.16761297, 14152560.15896217 4276340.16761297, 14152560.15896217 4276240.16761297, 14152460.15896217 4276240.16761297, 14152460.15896217 4276340.16761297))",70.0,36.0,441349.66,0.9751342387079542,,,중앙동
649,"POLYGON ((14152460.15896217 4276240.16761297, 14152560.15896217 4276240.16761297, 14152560.15896217 4276140.16761297, 14152460.15896217 4276140.16761297, 14152460.15896217 4276240.16761297))",55.0,22.0,421847.39,0.9751342387079542,,,중앙동
650,"POLYGON ((14152460.15896217 4276140.16761297, 14152560.15896217 4276140.16761297, 14152560.15896217 4276040.16761297, 14152460.15896217 4276040.16761297, 14152460.15896217 4276140.16761297))",76.0,32.0,309303.0,0.9751342387079542,,,중앙동
651,"POLYGON ((14152460.15896217 4279140.16761297, 14152560.15896217 4279140.16761297, 14152560.15896217 4279040.16761297, 14152460.15896217 4279040.16761297, 14152460.15896217 4279140.16761297))",69.0,18.0,491049.28,0.5566337387843439,,,금암1동
652,"POLYGON ((14152460.15896217 4279040.16761297, 14152560.15896217 4279040.16761297, 14152560.15896217 4278940.16761297, 14152460.15896217 4278940.16761297, 14152460.15896217 4279040.16761297))",69.0,18.0,470590.4,0.5566337387843439,,,금암1동
653,"POLYGON ((14152460.15896217 4278940.16761297, 14152560.15896217 4278940.16761297, 14152560.15896217 4278840.16761297, 14152460.15896217 4278840.16761297, 14152460.15896217 4278940.16761297))",136.0,34.0,789840.26,0.5566337387843439,,,금암1동
654,"POLYGON ((14152460.15896217 4278840.16761297, 14152560.15896217 4278840.16761297, 14152560.15896217 4278740.16761297, 14152460.15896217 4278740.16761297, 14152460.15896217 4278840.16761297))",136.0,34.0,789840.26,0.5566337387843439,,,금암1동
655,"POLYGON ((14152460.15896217 4278340.16761297, 14152560.15896217 4278340.16761297, 14152560.15896217 4278240.16761297, 14152460.15896217 4278240.16761297, 14152460.15896217 4278340.16761297))",226.0,40.0,593669.83,0.5566337387843439,,,금암1동
656,"POLYGON ((14152460.15896217 4278240.16761297, 14152560.15896217 4278240.16761297, 14152560.15896217 4278140.16761297, 14152460.15896217 4278140.16761297, 14152460.15896217 4278240.16761297))",226.0,30.0,977842.63,0.5566337387843439,,,금암1동
657,"POLYGON ((14152460.15896217 4278140.16761297, 14152560.15896217 4278140.16761297, 14152560.15896217 4278040.16761297, 14152460.15896217 4278040.16761297, 14152460.15896217 4278140.16761297))",207.0,30.0,1398922.76,0.5566337387843439,,,금암1동
658,"POLYGON ((14152460.15896217 4278040.16761297, 14152560.15896217 4278040.16761297, 14152560.15896217 4277940.16761297, 14152460.15896217 4277940.16761297, 14152460.15896217 4278040.16761297))",75.0,14.0,1398922.76,0.5566337387843439,,,금암1동
659,"POLYGON ((14152460.15896217 4278740.16761297, 14152560.15896217 4278740.16761297, 14152560.15896217 4278640.16761297, 14152460.15896217 4278640.16761297, 14152460.15896217 4278740.16761297))",127.0,39.0,712204.27,0.5566337387843439,,,금암1동
660,"POLYGON ((14152460.15896217 4278640.16761297, 14152560.15896217 4278640.16761297, 14152560.15896217 4278540.16761297, 14152460.15896217 4278540.16761297, 14152460.15896217 4278640.16761297))",143.0,39.0,488827.95,0.5566337387843439,,,금암1동
661,"POLYGON ((14152460.15896217 4278540.16761297, 14152560.15896217 4278540.16761297, 14152560.15896217 4278440.16761297, 14152460.15896217 4278440.16761297, 14152460.15896217 4278540.16761297))",145.0,40.0,565133.61,0.5566337387843439,,,금암1동
662,"POLYGON ((14152460.15896217 4278440.16761297, 14152560.15896217 4278440.16761297, 14152560.15896217 4278340.16761297, 14152460.15896217 4278340.16761297, 14152460.15896217 4278440.16761297))",145.0,40.0,565133.61,0.5566337387843439,,,금암1동
663,"POLYGON ((14152460.15896217 4277940.16761297, 14152560.15896217 4277940.16761297, 14152560.15896217 4277840.16761297, 14152460.15896217 4277840.16761297, 14152460.15896217 4277940.16761297))",44.0,12.0,861178.3,0.5566337387843439,,,금암1동
664,"POLYGON ((14152460.15896217 4277840.16761297, 14152560.15896217 4277840.16761297, 14152560.15896217 4277740.16761297, 14152460.15896217 4277740.16761297, 14152460.15896217 4277840.16761297))",354.0,12.0,956424.16,0.5566337387843439,,862.0,금암1동
665,"POLYGON ((14152460.15896217 4277740.16761297, 14152560.15896217 4277740.16761297, 14152560.15896217 4277640.16761297, 14152460.15896217 4277640.16761297, 14152460.15896217 4277740.16761297))",354.0,10.0,956424.16,0.7089633370755564,,,금암1동
666,"POLYGON ((14152460.15896217 4277640.16761297, 14152560.15896217 4277640.16761297, 14152560.15896217 4277540.16761297, 14152460.15896217 4277540.16761297, 14152460.15896217 4277640.16761297))",1053.0,7.0,622252.67,0.7089633370755564,,,금암1동
667,"POLYGON ((14152460.15896217 4276640.16761297, 14152560.15896217 4276640.16761297, 14152560.15896217 4276540.16761297, 14152460.15896217 4276540.16761297, 14152460.15896217 4276640.16761297))",220.0,30.0,665271.49,0.9751342387079542,,,중앙동
668,"POLYGON ((14152460.15896217 4276540.16761297, 14152560.15896217 4276540.16761297, 14152560.15896217 4276440.16761297, 14152460.15896217 4276440.16761297, 14152460.15896217 4276540.16761297))",77.0,36.0,441349.66,0.9751342387079542,,,중앙동
669,"POLYGON ((14152460.15896217 4276440.16761297, 14152560.15896217 4276440.16761297, 14152560.15896217 4276340.16761297, 14152460.15896217 4276340.16761297, 14152460.15896217 4276440.16761297))",70.0,36.0,441349.66,0.9751342387079542,,,중앙동
670,"POLYGON ((14152560.15896217 4277840.16761297, 14152660.15896217 4277840.16761297, 14152660.15896217 4277740.16761297, 14152560.15896217 4277740.16761297, 14152560.15896217 4277840.16761297))",354.0,23.0,1330996.89,0.5566337387843439,,,금암1동
671,"POLYGON ((14152560.15896217 4277740.16761297, 14152660.15896217 4277740.16761297, 14152660.15896217 4277640.16761297, 14152560.15896217 4277640.16761297, 14152560.15896217 4277740.16761297))",354.0,31.0,956424.16,0.5566337387843439,68.0,,금암1동
672,"POLYGON ((14152560.15896217 4277640.16761297, 14152660.15896217 4277640.16761297, 14152660.15896217 4277540.16761297, 14152560.15896217 4277540.16761297, 14152560.15896217 4277640.16761297))",1053.0,31.0,885689.25,0.7089633370755564,,,금암1동
673,"POLYGON ((14152560.15896217 4277540.16761297, 14152660.15896217 4277540.16761297, 14152660.15896217 4277440.16761297, 14152560.15896217 4277440.16761297, 14152560.15896217 4277540.16761297))",1053.0,7.0,622252.67,0.7089633370755564,,,금암1동
674,"POLYGON ((14152560.15896217 4276640.16761297, 14152660.15896217 4276640.16761297, 14152660.15896217 4276540.16761297, 14152560.15896217 4276540.16761297, 14152560.15896217 4276640.16761297))",220.0,30.0,665271.49,0.9751342387079542,,,중앙동
675,"POLYGON ((14152560.15896217 4276540.16761297, 14152660.15896217 4276540.16761297, 14152660.15896217 4276440.16761297, 14152560.15896217 4276440.16761297, 14152560.15896217 4276540.16761297))",77.0,36.0,605086.39,0.9751342387079542,,,중앙동
676,"POLYGON ((14152560.15896217 4276440.16761297, 14152660.15896217 4276440.16761297, 14152660.15896217 4276340.16761297, 14152560.15896217 4276340.16761297, 14152560.15896217 4276440.16761297))",70.0,36.0,605086.39,0.9751342387079542,,,중앙동
677,"POLYGON ((14152560.15896217 4276340.16761297, 14152660.15896217 4276340.16761297, 14152660.15896217 4276240.16761297, 14152560.15896217 4276240.16761297, 14152560.15896217 4276340.16761297))",70.0,36.0,624747.98,0.9751342387079542,,,중앙동
678,"POLYGON ((14152560.15896217 4276240.16761297, 14152660.15896217 4276240.16761297, 14152660.15896217 4276140.16761297, 14152560.15896217 4276140.16761297, 14152560.15896217 4276240.16761297))",71.0,34.0,624747.98,0.9751342387079542,,,중앙동
679,"POLYGON ((14152560.15896217 4276140.16761297, 14152660.15896217 4276140.16761297, 14152660.15896217 4276040.16761297, 14152560.15896217 4276040.16761297, 14152560.15896217 4276140.16761297))",76.0,34.0,425341.02,0.9751342387079542,,,중앙동
680,"POLYGON ((14152560.15896217 4276040.16761297, 14152660.15896217 4276040.16761297, 14152660.15896217 4275940.16761297, 14152560.15896217 4275940.16761297, 14152560.15896217 4276040.16761297))",76.0,32.0,309303.0,0.9751342387079542,,,중앙동
681,"POLYGON ((14152560.15896217 4279540.16761297, 14152660.15896217 4279540.16761297, 14152660.15896217 4279440.16761297, 14152560.15896217 4279440.16761297, 14152560.15896217 4279540.16761297))",0.0,0.0,0.0,0.5566337387843439,,,금암1동
682,"POLYGON ((14152560.15896217 4279040.16761297, 14152660.15896217 4279040.16761297, 14152660.15896217 4278940.16761297, 14152560.15896217 4278940.16761297, 14152560.15896217 4279040.16761297))",58.0,16.0,470590.4,0.5566337387843439,,,금암1동
683,"POLYGON ((14152560.15896217 4278940.16761297, 14152660.15896217 4278940.16761297, 14152660.15896217 4278840.16761297, 14152560.15896217 4278840.16761297, 14152560.15896217 4278940.16761297))",61.0,20.0,789840.26,0.5566337387843439,,,금암1동
684,"POLYGON ((14152560.15896217 4278840.16761297, 14152660.15896217 4278840.16761297, 14152660.15896217 4278740.16761297, 14152560.15896217 4278740.16761297, 14152560.15896217 4278840.16761297))",94.0,22.0,789840.26,0.5566337387843439,,,금암1동
685,"POLYGON ((14152560.15896217 4278740.16761297, 14152660.15896217 4278740.16761297, 14152660.15896217 4278640.16761297, 14152560.15896217 4278640.16761297, 14152560.15896217 4278740.16761297))",127.0,39.0,712204.27,0.5566337387843439,,,금암1동
686,"POLYGON ((14152560.15896217 4279440.16761297, 14152660.15896217 4279440.16761297, 14152660.15896217 4279340.16761297, 14152560.15896217 4279340.16761297, 14152560.15896217 4279440.16761297))",0.0,0.0,0.0,0.5566337387843439,,,금암1동
687,"POLYGON ((14152560.15896217 4279140.16761297, 14152660.15896217 4279140.16761297, 14152660.15896217 4279040.16761297, 14152560.15896217 4279040.16761297, 14152560.15896217 4279140.16761297))",58.0,16.0,491049.28,0.5566337387843439,,,금암1동
688,"POLYGON ((14152560.15896217 4278240.16761297, 14152660.15896217 4278240.16761297, 14152660.15896217 4278140.16761297, 14152560.15896217 4278140.16761297, 14152560.15896217 4278240.16761297))",207.0,30.0,593669.83,0.5566337387843439,,1029.0,금암1동
689,"POLYGON ((14152560.15896217 4278140.16761297, 14152660.15896217 4278140.16761297, 14152660.15896217 4278040.16761297, 14152560.15896217 4278040.16761297, 14152560.15896217 4278140.16761297))",207.0,30.0,1398922.76,0.5566337387843439,,,금암1동
690,"POLYGON ((14152560.15896217 4278040.16761297, 14152660.15896217 4278040.16761297, 14152660.15896217 4277940.16761297, 14152560.15896217 4277940.16761297, 14152560.15896217 4278040.16761297))",75.0,14.0,1398922.76,0.5566337387843439,,,금암1동
691,"POLYGON ((14152560.15896217 4277940.16761297, 14152660.15896217 4277940.16761297, 14152660.15896217 4277840.16761297, 14152560.15896217 4277840.16761297, 14152560.15896217 4277940.16761297))",44.0,12.0,1330996.89,0.5566337387843439,,,금암1동
692,"POLYGON ((14152560.15896217 4278640.16761297, 14152660.15896217 4278640.16761297, 14152660.15896217 4278540.16761297, 14152560.15896217 4278540.16761297, 14152560.15896217 4278640.16761297))",143.0,39.0,439755.24,0.5566337387843439,,,금암1동
693,"POLYGON ((14152560.15896217 4278540.16761297, 14152660.15896217 4278540.16761297, 14152660.15896217 4278440.16761297, 14152560.15896217 4278440.16761297, 14152560.15896217 4278540.16761297))",145.0,40.0,419162.83,0.5566337387843439,,,금암1동
694,"POLYGON ((14152560.15896217 4278440.16761297, 14152660.15896217 4278440.16761297, 14152660.15896217 4278340.16761297, 14152560.15896217 4278340.16761297, 14152560.15896217 4278440.16761297))",145.0,40.0,419162.83,0.5566337387843439,,,금암1동
695,"POLYGON ((14152560.15896217 4278340.16761297, 14152660.15896217 4278340.16761297, 14152660.15896217 4278240.16761297, 14152560.15896217 4278240.16761297, 14152560.15896217 4278340.16761297))",145.0,40.0,593669.83,0.5566337387843439,,,금암1동
696,"POLYGON ((14152660.15896217 4278940.16761297, 14152760.15896217 4278940.16761297, 14152760.15896217 4278840.16761297, 14152660.15896217 4278840.16761297, 14152660.15896217 4278940.16761297))",131.0,35.0,1110995.51,0.5566337387843439,,,금암1동
697,"POLYGON ((14152660.15896217 4278840.16761297, 14152760.15896217 4278840.16761297, 14152760.15896217 4278740.16761297, 14152660.15896217 4278740.16761297, 14152660.15896217 4278840.16761297))",146.0,31.0,1110995.51,0.5566337387843439,,433.0,금암1동
698,"POLYGON ((14152660.15896217 4278740.16761297, 14152760.15896217 4278740.16761297, 14152760.15896217 4278640.16761297, 14152660.15896217 4278640.16761297, 14152660.15896217 4278740.16761297))",146.0,39.0,712204.27,0.5566337387843439,,,금암1동
699,"POLYGON ((14152660.15896217 4278640.16761297, 14152760.15896217 4278640.16761297, 14152760.15896217 4278540.16761297, 14152660.15896217 4278540.16761297, 14152660.15896217 4278640.16761297))",143.0,43.0,439755.24,0.5566337387843439,,,금암1동
700,"POLYGON ((14152660.15896217 4279340.16761297, 14152760.15896217 4279340.16761297, 14152760.15896217 4279240.16761297, 14152660.15896217 4279240.16761297, 14152660.15896217 4279340.16761297))",0.0,3.0,0.0,0.5566337387843439,,,금암1동
701,"POLYGON ((14152660.15896217 4279240.16761297, 14152760.15896217 4279240.16761297, 14152760.15896217 4279140.16761297, 14152660.15896217 4279140.16761297, 14152660.15896217 4279240.16761297))",72.0,14.0,491049.28,0.5566337387843439,,,금암1동
702,"POLYGON ((14152660.15896217 4279140.16761297, 14152760.15896217 4279140.16761297, 14152760.15896217 4279040.16761297, 14152660.15896217 4279040.16761297, 14152660.15896217 4279140.16761297))",131.0,35.0,496276.55,0.5566337387843439,,,금암1동
703,"POLYGON ((14152660.15896217 4279040.16761297, 14152760.15896217 4279040.16761297, 14152760.15896217 4278940.16761297, 14152660.15896217 4278940.16761297, 14152660.15896217 4279040.16761297))",131.0,35.0,496276.55,0.5566337387843439,,,금암1동
704,"POLYGON ((14152660.15896217 4278140.16761297, 14152760.15896217 4278140.16761297, 14152760.15896217 4278040.16761297, 14152660.15896217 4278040.16761297, 14152660.15896217 4278140.16761297))",207.0,30.0,1398922.76,0.5566337387843439,,,금암1동
705,"POLYGON ((14152660.15896217 4278040.16761297, 14152760.15896217 4278040.16761297, 14152760.15896217 4277940.16761297, 14152660.15896217 4277940.16761297, 14152660.15896217 4278040.16761297))",75.0,11.0,1398922.76,0.6147164680239814,,,금암1동
706,"POLYGON ((14152660.15896217 4277940.16761297, 14152760.15896217 4277940.16761297, 14152760.15896217 4277840.16761297, 14152660.15896217 4277840.16761297, 14152660.15896217 4277940.16761297))",18.0,11.0,1330996.89,0.6147164680239814,,,금암1동
707,"POLYGON ((14152660.15896217 4277840.16761297, 14152760.15896217 4277840.16761297, 14152760.15896217 4277740.16761297, 14152660.15896217 4277740.16761297, 14152660.15896217 4277840.16761297))",51.0,23.0,1330996.89,0.5566337387843439,,,금암1동
708,"POLYGON ((14152660.15896217 4278540.16761297, 14152760.15896217 4278540.16761297, 14152760.15896217 4278440.16761297, 14152660.15896217 4278440.16761297, 14152660.15896217 4278540.16761297))",145.0,43.0,573678.39,0.5566337387843439,,,금암1동
709,"POLYGON ((14152660.15896217 4278440.16761297, 14152760.15896217 4278440.16761297, 14152760.15896217 4278340.16761297, 14152660.15896217 4278340.16761297, 14152660.15896217 4278440.16761297))",145.0,40.0,573678.39,0.5566337387843439,,,금암1동
