주차장명,연도,월,시간대,진입차량수(정기권),진입차량수(일반),진입차량수(면제),진출차량수(정기권),진출차량수(일반),진출차량수(면제),도로명주소,지번주소,위도,경도
실내체육관,2020,12,13:00 ~ 14:00,52,1365,10,55,1428,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,14:00 ~ 15:00,52,1368,7,23,1225,10,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,15:00 ~ 16:00,49,1232,10,44,1273,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,16:00 ~ 17:00,47,1192,11,73,1192,8,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,17:00 ~ 18:00,66,1400,10,67,1214,15,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,18:00 ~ 19:00,58,1583,13,80,1184,8,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,19:00 ~ 20:00,21,995,7,72,1246,7,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,20:00 ~ 21:00,14,399,1,168,1307,15,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,21:00 ~ 22:00,10,149,1,160,944,10,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,22:00 ~ 23:00,8,49,0,61,291,19,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2020,12,23:00 ~ 24:00,7,17,0,43,142,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,00:00 ~ 01:00,5,9,0,10,75,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,01:00 ~ 02:00,1,8,0,11,61,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,02:00 ~ 03:00,0,4,0,5,25,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,03:00 ~ 04:00,0,1,0,1,10,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,04:00 ~ 05:00,0,3,0,1,5,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,05:00 ~ 06:00,1,23,0,0,13,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,06:00 ~ 07:00,4,47,0,5,67,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,07:00 ~ 08:00,46,35,0,11,73,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,08:00 ~ 09:00,92,198,1,11,30,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,09:00 ~ 10:00,289,509,20,33,71,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,10:00 ~ 11:00,249,960,8,38,283,3,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,11:00 ~ 12:00,97,1413,10,45,664,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,12:00 ~ 13:00,82,1834,9,55,1184,10,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,13:00 ~ 14:00,98,1500,10,46,1462,14,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,14:00 ~ 15:00,67,1444,11,63,1445,12,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,15:00 ~ 16:00,56,1413,15,73,1343,14,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,16:00 ~ 17:00,79,1355,11,67,1377,11,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,17:00 ~ 18:00,79,1644,15,39,1416,8,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,18:00 ~ 19:00,37,2046,20,95,1441,12,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,19:00 ~ 20:00,23,1340,6,96,1535,17,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,20:00 ~ 21:00,20,433,4,187,1676,23,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,21:00 ~ 22:00,20,143,2,292,1091,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,22:00 ~ 23:00,4,54,0,130,234,3,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,01,23:00 ~ 24:00,1,23,0,29,94,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,00:00 ~ 01:00,5,38,0,29,175,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,01:00 ~ 02:00,8,14,0,23,124,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,02:00 ~ 03:00,0,10,0,7,76,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,03:00 ~ 04:00,0,13,0,3,45,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,04:00 ~ 05:00,0,3,0,5,16,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,05:00 ~ 06:00,1,23,0,3,28,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,06:00 ~ 07:00,1,43,5,7,123,6,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,07:00 ~ 08:00,37,44,0,3,40,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,08:00 ~ 09:00,85,150,9,17,39,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,09:00 ~ 10:00,212,560,11,34,103,3,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,10:00 ~ 11:00,248,1088,17,13,300,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,11:00 ~ 12:00,91,1658,16,54,716,6,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,12:00 ~ 13:00,80,2368,19,40,1375,11,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,13:00 ~ 14:00,90,2046,11,68,2020,15,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,14:00 ~ 15:00,79,1974,16,55,1867,23,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,15:00 ~ 16:00,65,1868,15,69,1851,19,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,16:00 ~ 17:00,78,1652,12,64,1715,17,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,17:00 ~ 18:00,88,2034,14,37,1734,15,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,18:00 ~ 19:00,35,2630,18,81,1756,18,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,19:00 ~ 20:00,21,1855,11,85,1853,12,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,20:00 ~ 21:00,15,814,2,172,1904,19,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,21:00 ~ 22:00,25,355,0,204,1540,4,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,22:00 ~ 23:00,8,156,2,152,754,3,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,02,23:00 ~ 24:00,7,55,0,46,301,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,00:00 ~ 01:00,5,46,0,32,279,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,01:00 ~ 02:00,4,23,0,22,186,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,02:00 ~ 03:00,0,16,0,19,121,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,03:00 ~ 04:00,0,5,0,4,67,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,04:00 ~ 05:00,4,3,0,5,29,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,05:00 ~ 06:00,0,28,1,11,33,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,06:00 ~ 07:00,3,34,4,14,127,7,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,07:00 ~ 08:00,42,83,0,9,53,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,08:00 ~ 09:00,99,195,9,12,68,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,09:00 ~ 10:00,240,745,5,28,128,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,10:00 ~ 11:00,262,1130,28,28,359,3,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,11:00 ~ 12:00,104,1735,9,46,832,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,12:00 ~ 13:00,71,2214,17,54,1491,10,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,13:00 ~ 14:00,77,1773,15,61,1808,12,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,14:00 ~ 15:00,65,1680,17,71,1722,19,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,15:00 ~ 16:00,65,1513,11,59,1524,18,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,16:00 ~ 17:00,78,1616,9,55,1450,11,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,17:00 ~ 18:00,98,1867,15,51,1574,17,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,18:00 ~ 19:00,47,2701,18,104,1827,28,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,19:00 ~ 20:00,24,1919,8,93,1970,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,20:00 ~ 21:00,14,1128,7,172,1866,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,21:00 ~ 22:00,15,574,5,171,1466,14,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,22:00 ~ 23:00,9,292,2,169,954,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,03,23:00 ~ 24:00,32,122,1,53,495,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,00:00 ~ 01:00,2,21,0,14,129,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,01:00 ~ 02:00,2,14,0,11,78,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,02:00 ~ 03:00,0,8,0,9,59,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,03:00 ~ 04:00,0,4,0,0,36,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,04:00 ~ 05:00,0,8,0,2,12,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,05:00 ~ 06:00,0,10,0,1,18,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,06:00 ~ 07:00,7,26,5,13,137,8,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,07:00 ~ 08:00,42,87,3,9,74,3,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,08:00 ~ 09:00,99,184,12,25,54,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,09:00 ~ 10:00,263,601,3,21,121,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,10:00 ~ 11:00,247,1051,27,24,316,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,11:00 ~ 12:00,103,1637,21,52,782,8,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,12:00 ~ 13:00,75,2057,16,40,1508,16,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,13:00 ~ 14:00,71,1533,14,81,1635,8,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,14:00 ~ 15:00,69,1510,5,64,1477,21,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,15:00 ~ 16:00,58,1383,14,75,1379,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,16:00 ~ 17:00,65,1469,12,45,1348,11,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,17:00 ~ 18:00,70,1665,16,63,1374,27,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,18:00 ~ 19:00,32,2213,15,92,1525,24,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,19:00 ~ 20:00,31,1811,6,79,1667,13,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,20:00 ~ 21:00,24,945,7,140,1678,10,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,21:00 ~ 22:00,18,401,4,183,1484,13,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,22:00 ~ 23:00,16,192,1,216,827,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,04,23:00 ~ 24:00,9,58,0,42,253,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,00:00 ~ 01:00,1,73,0,18,435,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,01:00 ~ 02:00,3,32,0,30,254,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,02:00 ~ 03:00,0,16,0,20,153,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,03:00 ~ 04:00,0,7,0,9,105,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,04:00 ~ 05:00,0,2,0,0,28,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,05:00 ~ 06:00,0,8,0,11,22,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,06:00 ~ 07:00,12,24,7,11,75,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,07:00 ~ 08:00,51,74,6,15,45,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,08:00 ~ 09:00,100,150,7,31,41,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,09:00 ~ 10:00,254,563,4,39,96,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,10:00 ~ 11:00,235,1089,8,27,319,6,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,11:00 ~ 12:00,107,1777,15,48,757,8,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,12:00 ~ 13:00,84,2364,18,55,1551,11,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,13:00 ~ 14:00,80,2040,14,65,1993,17,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,14:00 ~ 15:00,61,1807,16,59,1626,15,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,15:00 ~ 16:00,71,1713,7,63,1747,19,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,16:00 ~ 17:00,72,1734,17,59,1573,13,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,17:00 ~ 18:00,112,2019,20,78,1697,21,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,18:00 ~ 19:00,40,2857,25,95,1795,12,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,19:00 ~ 20:00,36,2421,10,102,2057,20,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,20:00 ~ 21:00,27,1452,12,180,2175,18,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,21:00 ~ 22:00,15,785,14,186,1907,12,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,22:00 ~ 23:00,11,363,1,172,1128,9,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,05,23:00 ~ 24:00,31,156,3,23,616,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,00:00 ~ 01:00,2,66,1,21,413,1,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,01:00 ~ 02:00,4,32,0,22,240,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,02:00 ~ 03:00,1,14,0,24,163,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,03:00 ~ 04:00,0,9,0,8,93,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,04:00 ~ 05:00,0,5,0,1,39,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,05:00 ~ 06:00,1,19,0,2,32,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,06:00 ~ 07:00,13,15,3,22,44,4,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,07:00 ~ 08:00,71,120,0,28,49,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,08:00 ~ 09:00,99,185,7,39,58,0,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,09:00 ~ 10:00,228,733,2,41,115,2,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
실내체육관,2021,06,10:00 ~ 11:00,240,1183,14,24,375,5,전북특별자치도 전주시 덕진구 권삼득로 308,전북특별자치도 전주시 덕진구 금암동 664-51,35.84420805,127.1292609
